  10058.00       11014.00     0.0000000E+00
  10440.68       10937.88     0.0000000E+00
  10765.11       10721.11     0.0000000E+00
  10981.88       10396.68     0.0000000E+00
  11058.00       10014.00     0.0000000E+00
  10981.88       9631.318     0.0000000E+00
  10765.11       9306.895     0.0000000E+00
  10440.69       9090.121     0.0000000E+00 
  10058.00       9014.000     0.0000000E+00
  9675.319       9090.119     0.0000000E+00
  9350.896       9306.892     0.0000000E+00
  9134.122       9631.313     0.0000000E+00
  9058.000       10014.00     0.0000000E+00
  9134.119       10396.68     0.0000000E+00
  9350.891       10721.10     0.0000000E+00
  9675.313       10937.88     0.0000000E+00
  10058.00       12014.00     0.0000000E+00
  10823.37       11861.76     0.0000000E+00
  11472.21       11428.21     0.0000000E+00
  11905.76       10779.37     0.0000000E+00
  12058.00       10014.00     0.0000000E+00
  11905.76       9248.636     0.0000000E+00
  11472.22       8599.789     0.0000000E+00
  10823.37       8166.243     0.0000000E+00
  10058.00       8014.000     0.0000000E+00
  9292.638       8166.239     0.0000000E+00
  8643.791       8599.782     0.0000000E+00
  8210.243       9248.628     0.0000000E+00
  8058.000       10013.99     0.0000000E+00
  8210.238       10779.36     0.0000000E+00
  8643.781       11428.21     0.0000000E+00
  9292.625       11861.76     0.0000000E+00
  10058.00       13014.00     0.0000000E+00
  11206.05       12785.64     0.0000000E+00
  12179.32       12135.32     0.0000000E+00
  12829.64       11162.05     0.0000000E+00
  13058.00       10014.00     0.0000000E+00
  12829.64       8865.954     0.0000000E+00
  12179.32       7892.683     0.0000000E+00
  11206.06       7242.364     0.0000000E+00
  10058.01       7014.000     0.0000000E+00
  8909.957       7242.358     0.0000000E+00
  7936.686       7892.673     0.0000000E+00
  7286.365       8865.941     0.0000000E+00
  7058.000       10013.99     0.0000000E+00
  7286.357       11162.04     0.0000000E+00
  7936.671       12135.31     0.0000000E+00
  8909.938       12785.63     0.0000000E+00
  10058.00       14014.00     0.0000000E+00
  11588.73       13709.52     0.0000000E+00
  12886.43       12842.43     0.0000000E+00
  13753.52       11544.74     0.0000000E+00
  14058.00       10014.00     0.0000000E+00
  13753.52       8483.271     0.0000000E+00
  12886.43       7185.578     0.0000000E+00
  11588.74       6318.485     0.0000000E+00
  10058.01       6014.000     0.0000000E+00
  8527.276       6318.478     0.0000000E+00
  7229.581       7185.564     0.0000000E+00
  6362.486       8483.255     0.0000000E+00
  6058.000       10013.99     0.0000000E+00
  6362.476       11544.72     0.0000000E+00
  7229.562       12842.42     0.0000000E+00
  8527.250       13709.51     0.0000000E+00
  10058.00       15014.00     0.0000000E+00
  11971.42       14633.40     0.0000000E+00
  13593.53       13549.54     0.0000000E+00
  14677.40       11927.42     0.0000000E+00
  15058.00       10014.01     0.0000000E+00
  14677.40       8100.590     0.0000000E+00
  13593.54       6478.472     0.0000000E+00
  11971.43       5394.606     0.0000000E+00
  10058.01       5014.000     0.0000000E+00
  8144.595       5394.597     0.0000000E+00
  6522.477       6478.456     0.0000000E+00
  5438.608       8100.569     0.0000000E+00
  5058.000       10013.98     0.0000000E+00
  5438.595       11927.40     0.0000000E+00
  6522.452       13549.52     0.0000000E+00
  8144.563       14633.39     0.0000000E+00
  10058.00       16014.00     0.0000000E+00
  12354.10       15557.28     0.0000000E+00
  14300.64       14256.64     0.0000000E+00
  15601.28       12310.11     0.0000000E+00
  16058.00       10014.01     0.0000000E+00
  15601.28       7717.908     0.0000000E+00
  14300.65       5771.366     0.0000000E+00
  12354.11       4470.728     0.0000000E+00
  10058.01       4014.000     0.0000000E+00
  7761.914       4470.717     0.0000000E+00
  5815.372       5771.347     0.0000000E+00
  4514.729       7717.883     0.0000000E+00
  4058.000       10013.98     0.0000000E+00
  4514.714       12310.08     0.0000000E+00
  5815.342       14256.62     0.0000000E+00
  7761.875       15557.27     0.0000000E+00
  10058.00       17014.00     0.0000000E+00
  12736.78       16481.16     0.0000000E+00
  15007.74       14963.75     0.0000000E+00
  16525.15       12692.79     0.0000000E+00
  17058.00       10014.01     0.0000000E+00
  16525.16       7335.226     0.0000000E+00
  15007.76       5064.261     0.0000000E+00
  12736.80       3546.849     0.0000000E+00
  10058.02       3014.000     0.0000000E+00
  7379.233       3546.836     0.0000000E+00
  5108.267       5064.238     0.0000000E+00
  3590.851       7335.196     0.0000000E+00
  3058.000       10013.98     0.0000000E+00
  3590.833       12692.76     0.0000000E+00
  5108.233       14963.73     0.0000000E+00
  7379.188       16481.14     0.0000000E+00
  10058.00       18014.00     0.0000000E+00
  13119.47       17405.04     0.0000000E+00
  15714.85       15670.86     0.0000000E+00
  17449.03       13075.47     0.0000000E+00
  18058.00       10014.01     0.0000000E+00
  17449.04       6952.543     0.0000000E+00
  15714.86       4357.155     0.0000000E+00
  13119.48       2622.970     0.0000000E+00
  10058.02       2014.000     0.0000000E+00
  6996.552       2622.956     0.0000000E+00
  4401.162       4357.129     0.0000000E+00
  2666.973       6952.510     0.0000000E+00
  2058.000       10013.97     0.0000000E+00
  2666.953       13075.44     0.0000000E+00
  4401.124       15670.83     0.0000000E+00
  6996.501       17405.02     0.0000000E+00
  10058.00       19014.00     0.0000000E+00
  13502.15       18328.92     0.0000000E+00
  16421.96       16377.96     0.0000000E+00
  18372.91       13458.16     0.0000000E+00
  19058.00       10014.01     0.0000000E+00
  18372.92       6569.861     0.0000000E+00
  16421.97       3650.050     0.0000000E+00
  13502.17       1699.091     0.0000000E+00
  10058.02       1014.000     0.0000000E+00
  6613.871       1699.075     0.0000000E+00
  3694.058       3650.020     0.0000000E+00
  1743.095       6569.824     0.0000000E+00
  1058.000       10013.97     0.0000000E+00
  1743.072       13458.12     0.0000000E+00
  3694.014       16377.94     0.0000000E+00
  6613.813       18328.90     0.0000000E+00
  10058.00       19914.00     0.0000000E+00
  13846.56       19160.41     0.0000000E+00
  17058.35       17014.36     0.0000000E+00
  19204.40       13802.57     0.0000000E+00
  19958.00       10014.01     0.0000000E+00
  19204.41       6225.447     0.0000000E+00
  17058.37       3013.655     0.0000000E+00
  13846.58       867.6002     0.0000000E+00
  10058.02       114.0000     0.0000000E+00
  6269.458       867.5827     0.0000000E+00
  3057.663       3013.622     0.0000000E+00
  911.6040       6225.407     0.0000000E+00
  158.0000       10013.97     0.0000000E+00
  911.5789       13802.53     0.0000000E+00
  3057.615       17014.33     0.0000000E+00
  6269.395       19160.39     0.0000000E+00
